audio_file|text
D:\pro\koice\dataset\wavs\audio0000192.wav|مقصد جو مختلف مذہبوں درمیان کاتباتی پوچھر دیون پانوائن احترام سمجھے ہی شرط کشیر ہندس مشترک ثقافتی ورثس روش کریں۔
D:\pro\koice\dataset\wavs\audio0000193.wav|جمہونزی جمہو کشمیریک لیکٹرنیٹ گورنر کرنا تقریبی مز خاص مہمان سندھ حصیت شرکت نازمی تعلیم نصیر احمد وانی جن چون مزے پیرنٹی
D:\pro\koice\dataset\wavs\audio0000194.wav|تیچر میٹنگ یوسف پرہت ریت شتوئی میں تاریخ سبدان چھے سبدی عمریت نے ستوئی میں تاریخ منقض آج سلسلہ سمجھے تمام تعلیمی ادارہ ہندین سربراہن ہدایت دینا آمیزی تیم بنوین درست
D:\pro\koice\dataset\wavs\audio0000195.wav|سرکارت منظور شد پرائیویٹ سکولوں میں پی ٹی امک سانز یقینی ڈائریکٹریٹن شوالی دینن اپیل کرمزی تیم کریں ستوئیمی جولائی وستادن سے ریبت دیوتین دین شوریہ
D:\pro\koice\dataset\wavs\audio0000196.wav|انہیں کل ہم ترکی یقینی بینی ہے انتناک زلکیو ڈارپور تیلوین اڑسو تا سمبرنا علاقے کیو لوکو چا زل انتظامیاتا آپشی محکمہ
D:\pro\koice\dataset\wavs\audio0000197.wav|اوڑسو جائے آرپت نال اسپیٹ تب سپیڈ میٹی بانڈیش ویل ویل دوبارہ تعمیر کرنے جتے تین دن داکھاں باپت سگوان چے سہولت سے بحال کرنے کو مطالب کرو
D:\pro\koice\dataset\wavs\audio0000198.wav|دوردرشنی وزا سائٹ کارت کران ون تیموزی یمن چون گامن منشو ونکیس حتبود گنال زمین ساگوان چو سہولتونی شے محروم
D:\pro\koice\dataset\wavs\audio0000199.wav|پوشی کا سنیت پٹن شروع یعنی اہر پت پٹن اس سنیت یہ اہر پت بون یہاں باجر باجر کرنے کے بیو سالاب ایم سید گو ایس سون یہ لائی دی گئی ملہ دی
D:\pro\koice\dataset\wavs\audio0000200.wav|اچھویں کرن گزارش والا ہائیکمن ایس گو سیکھ کے ہندسین یزن اسی کی بیہکاو آپ وشی دوبارے کریت سون دانی ہاز چونکڑیو اتر پیٹھن آئیمی
D:\pro\koice\dataset\wavs\audio0000201.wav|بٹ پور واتور چوڑری سپود آزاک ٹریکٹر دو پھیرنکین اشفاق احمد گنائی ناوکاک شخص مہر اتلا مطبق یہ دویسو فوریتور سبزیل ہسپتال چوڑر واتناو ناو
D:\pro\koice\dataset\wavs\audio0000202.wav|تاہم دیوت سو تاہتے ڈاکٹروں مرتے کرار پولیسنٹری کیس دارش کے لیے تحقیقات شروع کر مول چھانپور سری نگرہ آواز ونسٹھ شہریان باپت اچھن ہی دی علاجوں کا مفہد کیمپ لائی
D:\pro\koice\dataset\wavs\audio0000203.wav|ڈاکٹر اوم پراکاش آئی انسٹیوٹن گاش ویلفیر فاؤنڈیشن ہندے اطلاعات کو کرمتا ہے اسلامی کریلیف
D:\pro\koice\dataset\wavs\audio0000204.wav|ریسورش ٹرسٹ کے رضاکاروں تیدیوت کیمپس دوران منتظمن اتواس وادی ہندی ستائید پائیکس ولی کامل حضرت بابا دعوت خاکی رحمت اللہ علیہ
D:\pro\koice\dataset\wavs\audio0000205.wav|رات تو چونزہ ہیم سالان واروس آواز سٹھ ہی یہ اس طرح پیسان مناونے آج سلسلہ اس مسابقہ ساری خود بڑھ تقریب مقدوم سربنیس آستان اس پر منعکت یہ تو صبح صلی پیٹھے قرآن خانی ختمات الموضوع
D:\pro\koice\dataset\wavs\audio0000206.wav|درودہ ازگارن مجلس منقض سبز آدوران آو ایز حضرت شیخ سعید شاہ ناصر الدین بنگالی رمطلہ علیہ ورستی مناؤن ورسی کے سلسلہ
D:\pro\koice\dataset\wavs\audio0000207.wav|سپل صدق قدل تین دس آستان اس پیٹ قرآن خانی تے درود آزگارن ہنز مجلس ایزی آو کنی مزار نوی قدل حضرت سعید کمال الدین مدنی رحمت اللہ علیہ انہوں نے ورست مناون
D:\pro\koice\dataset\wavs\audio0000208.wav|حضرت سید مہیدی نکش بندی رحمت اللہ علیہ نیدیس خواجبازر درگاہس پر قرآن خانیت توبہ استقفارج مجلس تیہ منقد کرنا
D:\pro\koice\dataset\wavs\audio0000209.wav|کشمیر یونیورسٹی ہندی اطلاع مطابق حکم یونیورسٹی مز مختلف اخت زوری ماسٹر پروگراموں باپا درخواست کنو جولائی دو پارس اکیز بیجتام آن لائن جمع کرنیت یہ فصل شمو
D:\pro\koice\dataset\wavs\audio0000210.wav|اگلے پہلے جانتے خوشمند اپیل پیٹنے نامت دکھلے امتحاناں باپر چھوڑے ڈیٹ شیٹ گوڑے یونیورسٹی ہنزے ویب سائٹ پیٹ دس یار
D:\pro\koice\dataset\wavs\audio0000211.wav|کولگیم صلی اللہ علیہ وآلہ وآلہ وآلہ وآلہ وآلہ وآلہ وآلہ وآلہ
D:\pro\koice\dataset\wavs\audio0000212.wav|بولباراز دوئیمین نمونن ہیں دی جانچے جراسیم تا میمارن ہیں زی نگرانی تا سیکریننگ ہیشے جدید سولت موجود میڈیا سائٹ کات کرانون ویٹینیری اسسسٹنٹ سرچ
D:\pro\koice\dataset\wavs\audio0000213.wav|ڈاکٹر آریفنز زیلی ویٹینیری ہسپتال اس مسجدید لیبارٹری الٹرس رونوگرافی تجدید آپریشن سہولت سے دس یار
D:\pro\koice\dataset\wavs\audio0000214.wav|بچاوزی راجنہ سنگن شوون مزے بارتیش دشتگار دی بلکل تے برداشت نکرنیش پالسی چھنے صرف ایک بیان بلکہ ایک واضح تاکار تے مضبوط موقع
D:\pro\koice\dataset\wavs\audio0000215.wav|از نویدیلی منقض فورسز فرسٹ کنکلی وز خطاب کران من راجنات سنگھنز بارت بناوی داشتگاردن سرحدو علاوہ ضرورت پہ نسبت تین تین ٹھکانن مز اچھتے نشانہ۔
D:\pro\koice\dataset\wavs\audio0000216.wav|تیمون مزید دنیا ہنکور آپریشن سندھور دوران امیق مشاہد اس جدید ٹیکنالوجی پر مبنی جنگی چاک تاکار مثال ہے
D:\pro\koice\dataset\wavs\audio0000217.wav|ناظرین ستوات ناموں کے شرین کبروں ہوں دی بلیٹین اند اس نیجاز ادا دوبست من صافی انگسون پان نامنے کے اک ایم کادم رنگ وچنے یوان وزیر از من کرات موکس پیٹ
D:\pro\koice\dataset\wavs\audio0000218.wav|ہریان حسمز باساست سورہ حد ست کروڑ خود زیادہ لاکھ دے ویل کیا کوئی وطن ہن پروجیکٹ ملک کے کنار وقف تک کینسن پروجیکٹ اندو تکن دموکرہ خد سات ونزا کلو میٹر
D:\pro\koice\dataset\wavs\audio0000219.wav|زیادہ دلی امراض سر کٹرہ ایکسپریس ویٹی لوکن ہندے ناواکف ایم سویت سب دی دلی تک کٹرہ سر درمیان چودہ ہو گھنٹ ہو بجائے شین گھنٹا سفر ممکن آث موقع پر خطاب کرانے من وزیرا
D:\pro\koice\dataset\wavs\audio0000220.wav|منزی پیٹمن بہن ورین منز آئی بہارتی ریلویس منز بجھے تبدیل یہ ان تمہوں ہون یہ تیزے ملک جگہ نیچ ہائیڈروجن ٹرین شروع کرنا سوچو جند بہارتی کیس تاریخ
D:\pro\koice\dataset\wavs\audio0000221.wav|خاص حیثیت میجمس دنیا حصہ منز چھترین یا چون ملکن ہائیڈروجن چلانوی صلحیت تقریبی کر ریلوے وزیر اشوانی ویشنوان تخطاب
D:\pro\koice\dataset\wavs\audio0000222.wav|پارلمنٹ کے وحرات اجلاس برونس اپوز انڈی اے وزیراً ہنزاک میٹنگ آز شامن نائوے دلے اندر منقطیت دوران یہ نوالی پارلمنی اجلاس باپت حکمت عملی ترتیب
D:\pro\koice\dataset\wavs\audio0000223.wav|دینا آئے میٹنگ مزید مرکز وزیر امید شاہ راجناتھ سنگھ راجو رنجن سنگھ رام مہن نائیڈو ترکیران ریجیجو موجود یہ کچھ چیت اس پاوی لائک جے پارلیمنٹ کو وحرات چیز لائے
D:\pro\koice\dataset\wavs\audio0000224.wav|سب دے وہی میں جولائی پر شروعت روز نو نیوی ریتنیس تروہی میں ستاریخ اسلام جہری آدھ دورانچ سرکاراں کو روی میں جولائی پارلیمنٹ اسم سی ایسی پارٹی ان ہندین
D:\pro\koice\dataset\wavs\audio0000225.wav|فلور لیڈرن سے تک میٹنگ طلب کرمز یت مز سرکار تمام سی ایسی جمعوں سے ناتواس مانگے یوت پارلیمنٹ کے اندرشون ایوان انہوں نے اجلاس اپر پڑ چلی اجلاس دوران سب دن کے اہم بلت
D:\pro\koice\dataset\wavs\audio0000226.wav|کون ان سجی پیٹھتے سب دی بھاس و مباہی سر لیفٹین گورنر مروی صنحان کو رہا آز بہلگام کے نونون بیس کیمپوک دورت اہل سکتا ہے تیش شریعہ مرنات جی یاترہ باپ
D:\pro\koice\dataset\wavs\audio0000227.wav|کرنا آمدن انتظام انتصالات انسام الجن کر بیس کیمپس بیٹ سینئر حق منصد آئی کی میٹنگ ہاں صدارت یت مز یادرین فراہم کرنا ینواجن خدمت انسام
D:\pro\koice\dataset\wavs\audio0000228.wav|ہے نا آئے لیفٹین اینڈ گورنر انتو تمام محکم ان مشن موڑ اس مسکرم کرنو کی ہدایت یوت یاترین ہز حفاظتی کینی بنامی یہ تھے کہ منوش سنہان ونز آز سپید یاترہ یہیں پندہ
D:\pro\koice\dataset\wavs\audio0000229.wav|دو مکمل تیمن پندھان دوہنمہ سکور ساڑھو تریولہ چھو یاتری و شیولنگ مقدرشن تیموون یہ تیزے دروس ملک پیٹھے یہ نوالین چردالون مزجے سٹھا وزدروس لابنی وانت مکمی لوگ
D:\pro\koice\dataset\wavs\audio0000230.wav|یا ترین خدمت کرنا سمجھا ویڈیو موڈیٹ یین والین دوہن مز بارہ روڈ نظر تلتا ہوئیت انتظامیات تمام شریک ایجنسیان پور پر تیار روزنات ہنگامی اقدام پائیدار کرنا سان
D:\pro\koice\dataset\wavs\audio0000231.wav|یاترین اس حفاظت ایکینی بنانک ہدایت دور از دوران کورمانوی سنہاں یاترین سے ملاقات کرک یاترائی دوران تین دن تجربہ نظرت زان کری حاصل
D:\pro\koice\dataset\wavs\audio0000232.wav|ویدوران سپود آج سور سا شہد ساتھ جہن یاترین پر مشتمل بیاخ گروپ سلسل بھائی جویم کی بغویتی نگر بیس کیا پیٹھے سخت انتظام انتہا تھا کتاکت اکستن لوکچن بجنگ
D:\pro\koice\dataset\wavs\audio0000233.wav|گارڈین مصفیٰی ترک وفائی کن روانہ یا پہل گام چرے ویٹی ویٹی امرنات یاترہ جان پڑ جائے رہی ہمیں ویٹی چھ دوہتی ساس وات یاتر کو فائی کن گسان اے دوران چھ
D:\pro\koice\dataset\wavs\audio0000234.wav|سیکیورٹی فورس شائن بورڈ
D:\pro\koice\dataset\wavs\audio0000235.wav|رضاکاراں ہنزن کوشن تعریف کرمائی تھی ناظرین خبرش جاری گوڑ رکوائی کی تجارتی وقف بابت
D:\pro\koice\dataset\wavs\audio0000236.wav|رشتہ وہی بھی جوڑ جو دل سے جوڑا جائے دل سے ہی تو ہوتے ہیں ارادے چٹان سے دل سے ہی تو بنتے ہیں گھر خالی مکان سے
D:\pro\koice\dataset\wavs\audio0000237.wav|خائبر سیمنٹ کا سرہ سرہ دل سے بنا ہے خائبر سیمنٹ دل سے بناو ایش باقی خبر
D:\pro\koice\dataset\wavs\audio0000238.wav|اگر پنسل منشیات اس خلاف بڑھ کروئی کرتے ترگر منکول جہادات اٹھیش کرمیت یہاں مالیت ترک کروڑ سوائی تلاش روپیہ خود زیادہ چھا پولیس پریس بیان مطابق جہادات کروک کرنش کاروئی صفحہ کردلک پولیس تھا
D:\pro\koice\dataset\wavs\audio0000239.wav|ان ڈی پی ایس کے سن ہندیس تحقیقات دوران کرمست یہ مجادات اس منشیات کے گھر کونونی کار بار رنگ حاصل کرنا آمدی
D:\pro\koice\dataset\wavs\audio0000240.wav|کال غیم پلسن چھ مال محکم کیا ناہلکارن سید بے ایکیس منشاد سمگلر سن جادات منسلک کرمک زلزمز جیری نشاموک تجمع کشمی رویانز دوران کر پلسن یاری
D:\pro\koice\dataset\wavs\audio0000241.wav|اور مشتاق احمد بٹسون جہشی مکان منسلک تیت پرچ ونستام ساڑھ شکر اور ریپن ہنی مویلیت ایک ساتھ جادات متلک قانون انتہات اٹیچ کرنا آمد
D:\pro\koice\dataset\wavs\audio0000242.wav|پنیدی ڈھانچس ودبو دن کے مرکزی سرکار کے اہم اقدام رنگ چھ فری ٹریل خدمت ان وین جنوبی کشیر پرواستی کشیر تاں بزجار دن آمد یچو پانچ دن
D:\pro\koice\dataset\wavs\audio0000243.wav|پر ریلوے اسٹیشن پر تیمیر کرنا عام تیمال شدس دس تل نصیب ممکن سپود موت انتناگس مس فریڈ سرگرمی شروع سابدان پچھو وین پاپر وادی مس بیاک بڑھ
D:\pro\koice\dataset\wavs\audio0000244.wav|ریل فریٹ مرکز بنیومت پاپر قیم کرنا آمد اس مال شدستول بھارتی ریل ویک چیف ایریا منیجر کپل شرمان دست اتھ موقع سپیٹ و سیمنٹ سیٹ بریت گوڑنی شمال
D:\pro\koice\dataset\wavs\audio0000245.wav|پردار ٹرین پا پر ریلوے سٹیشنز پر اتھ کر ریلوے ایک چیف ایریا منیجر ان بازے اب دپوٹی استقبال پردیش کانگریس کمیٹی شو جمع کشمیر باپت
D:\pro\koice\dataset\wavs\audio0000246.wav|درجی چو مکمل بہلی بابت پارٹی ہند پختی یراد بہموت سری نگراز پارٹی ہیڈ کوارٹرز پر ایک اس پریس کانفرنس سے خداب کران مون پردیش کانگریس لیڈ روزی جمہ کشمیر
D:\pro\koice\dataset\wavs\audio0000247.wav|باپت ریاستی درجی بہلی چھوڑ لوکن ہندو اینیت جمہوری حق پارٹی تھاوے ایم باپت جدوجہ جاری وہی میں چلائے نوے دلیہ ہندیس جانتر منترس پر ریاستی درجی چھوڑ بہلی باپت مجوز ایچ
D:\pro\koice\dataset\wavs\audio0000248.wav|جس مطلقہ پریس کانفرنسی اندرزان کری دینے زیادہ مز شرکت کرنے سے مطلقہ فصل سینئر پارٹی قیادت
D:\pro\koice\dataset\wavs\audio0000249.wav|جانتر منتر اس پر نیشنل کانفرنس کیس مجاوزہ احجاج اس میں شرکت نہ کرنے کو فصل کرموتا سری نگرہ ایک اس پریس کانفرنس سے اندر بولاندود پیپل ایس کانفرنس اینڈ صدر سجاد گنی لونن
D:\pro\koice\dataset\wavs\audio0000250.wav|ایسی درجہ بہلی بابت نیشنل کانفرنس میں مجھے وضع احتجاج اکسی ایسی ڈراما کرار موہن سے ہرگا نیشنل کانفرنس واقعی دگچ ہے تیلیہ پزند دس چناؤ برو لوکن سید کرنا
D:\pro\koice\dataset\wavs\audio0000251.wav|وعدہ پورے کریں تے پیزیس کونوں سے اسمبلی ہونڈ ہنگے میں سیشن طلب کریں تمام سیاسی پاچی اعتماد اسمز نیت اک مدفقہ قرارداد پاس کریں تے پاتے پیزیس دل باپت وفدیچ قیادت کریں
D:\pro\koice\dataset\wavs\audio0000252.wav|نیشنل کانفرنس سے کس مرہوم لیڈر ڈاکٹر شیخ مصطفیٰ کمال سنجید مہی فاتح خانی آیاز گپکا روڈ سری نگری تہندیس مقبر اس پر انجام دینا فاتح خانی مذکر سینئر پارٹی لیڈر و پارلیمنٹ میمبر و قابل
D:\pro\koice\dataset\wavs\audio0000253.wav|وزیرو کونون ساز میمبرو دوئی میو شخصیت و علاوہ مکہ ملوک و شرکت فاتح خانی منزویس نیشنل کانفرنس کے صدر ڈاکٹر فارق عبداللہ نئیب صدر وزیر علاوہ عمر عبداللہ موجود پتائی مولانا
D:\pro\koice\dataset\wavs\audio0000254.wav|روڈ سری نگریت انجیز سریہی جگہ اس پر ایک مجلس ملکت کرنی ہے شیخ مصطفیٰ کمال اس خراج عقیدت پیش کرنا آؤ نیشنل ٹیسٹنگ ایجنسی چھوئی
D:\pro\koice\dataset\wavs\audio0000255.wav|موسیقی
D:\pro\koice\dataset\wavs\audio0000256.wav|کر ویب سائٹ نیٹ ڈاٹ انٹی اے ڈاٹ ان آئی سی ڈاٹ ان ایس پر دستیاب ایجنسی شو ون مدزی امتحان انہیں نتیجے شو وقت اس پر ظاہر کرنا آمد یوتھنوں و میدوارن باپس میڈیکل دخلت کاؤنسلنگ کلینڈر
D:\pro\koice\dataset\wavs\audio0000257.wav|مز کا دکت پیشی ہے آتیم تہان اس مز ایسے تقریباً وہ لشوہ میں دوار شوئے میں سپید مہی تھی جب کشمیر سے تولک تھاوان والیو تیل میل موچو جان سکور
D:\pro\koice\dataset\wavs\audio0000258.wav|نیٹ یو جی امتحان پاس کرمت تیمان مجھے حادی انیسار تزیدہ انوانی قبل ذکر یہ مو بیت ترتیب آل انڈیا ریک نمنا مطاقت صوبہ حاصل کرمت شاہ حادی انیسار شانتناک زلک اس دیالگاہ
D:\pro\koice\dataset\wavs\audio0000259.wav|ملاقات سے تولک تھا وانتے تیم چھ جمع کشمیر اس مز ساروی خواہد تزرین خاصل کریت خطوک ناو نشومت حادیہن چھ نم نمت آشاریہ ناو ناو ترے آک پرسنٹائل سان
D:\pro\koice\dataset\wavs\audio0000260.wav|آل انڈیا ریک نم نمت حاصل کرم دور درچنیوز و سید کاثکران و ان حادیان پنی کامیابی پر خوشی باواندزی لگاتر سخت محنت گروہالین تو وستادرنی طرف سخت حمایت کرنے سوید پرہوتی مو یہ کامیابی
D:\pro\koice\dataset\wavs\audio0000261.wav|آپ کا contribution رہا ہے اس journey میں اور اگلے تو انسان نہیں کر سکتا ہے کچھ لیکن جب stable environment ہوگا تب آپ work کر سکتے ہو تو محنت تو کرنی ہے definitely there is no shortcut
D:\pro\koice\dataset\wavs\audio0000262.wav|to hard work as cliche as it might sound لیکن hard work کرنی ہے but just that keep it in the right direction right lane میں چلو hard work کرتے رہو and you'll get it
D:\pro\koice\dataset\wavs\audio0000263.wav|وزیرا اللہ عمر عبداللہ جو جمع کشمیر کے انتہائی میں علمان مبارک کرمد یہ مونیٹ یوجی امتحان پاس کرمد چھو تمہوں چھو خاص برٹ حادی نصارت زیادہ انوانیس مبارک کرمد
D:\pro\koice\dataset\wavs\audio0000264.wav|یہ موت امتحان اس میں جان کار کرتے ہیں ہم اس چاہیے کہ سوشل میڈیا پوسٹ اس میں اور وزیراعلا ہندزی یہ منوامیہ دوارہ ہندز کامی بھی سوچ پختی ارادیچ مہنست والدینند وستاد ہندے دیتی
D:\pro\koice\dataset\wavs\audio0000265.wav|بہت سب دان وزیراعلا کرتے من ومیدوارا زیادہ محنت خاص زن دینش حوصلہ ابزائی یم یم ویزی امتحان پاس کرتے ہیں کینے تعلیم ہی وزیر سکینہ یہ تو تنازمی تعلیم کشمیر نصیب
D:\pro\koice\dataset\wavs\audio0000266.wav|سیر احمد افوانیان تشنیٹ امتحان مز کامیابی حاصل کرن والے ومیدواراں مبارک کرموت ایکو ٹورزم ایسوسییشن آف کشمیر تا روڈ ٹرکل آف کشمیر کی اتواس آئے
D:\pro\koice\dataset\wavs\audio0000267.wav|شاہی باغ بریجنگین جیل اسم صفحے تزان کری مہمونہ کت کرنا موک اسپیٹ اے سی زیڑ بلکہ اسم بلی میمبر تنویر سادی خاص مہمان یہ موک کشیر ہندین اے بی زکیر رویش کرنا
D:\pro\koice\dataset\wavs\audio0000268.wav|اجتماعی کوئشن ہوند باندھ باندھ کر جمہو کشمیر پرچار وسیلن سے توابستہ ایک وفدن کراز نوی دیلمز الیکشن کمیشن آف انڈیا طرف انٹرنیشنل انسٹیوٹ آف ڈیموکریسی اینڈ الیکشن منیجمنٹ سکون
D:\pro\koice\dataset\wavs\audio0000269.wav|ملکت آل انڈیا میڈیا پروفیشنلز کانفرنسی ملکت شرکت کانفرنسی ملکت درست ملکے کیوں سینئر صحفیوں ایڈیٹر اور پرنٹ الیکٹرانک میڈیا سے توابست نمائی دو شرکت
D:\pro\koice\dataset\wavs\audio0000270.wav|کانفرنس دوران آو جمہوری ادارہ پائیدار بناونوں تے انتخابی عملیوں سے عویمی شمولیز پوچھر دنصمرز میڈیا کیسے رول اس پر خیالوں Waiting کے ضروری..
D:\pro\koice\dataset\wavs\audio0000271.wav|سرگرمی مس شرکت کرن مختلف ریاستوں تو مرکز کے انتظام والے علاقوں پہ حامدین میڈیا مہرن جناح آپ سرندہ حق من سے خیالن ہوں تب اتلو
D:\pro\koice\dataset\wavs\audio0000272.wav|جمہو کشمیر ٹریڈ پراموشن آرگنیزیشنی سے سادہ میں پیٹھے سادہ میں جولیستان بھارت منڈ اپم نائیوی دیلے اندر منقض بھارت ٹیکس جساس شد وحث مز جمہو کشمیر چھنڈلوں
D:\pro\koice\dataset\wavs\audio0000273.wav|دستکاری تے ٹیکسٹائل وراست کامی ویسان پیش کرمز یہ بیلہ قومی نمائش درست دنیا کے سنتکاریں خریداریں سورسنگ ایجنسیاں دو دوئی منتولک دران بابتاک اہم پلیٹ فارم
D:\pro\koice\dataset\wavs\audio0000274.wav|ادوران آئے جی آئی ٹیک والے پشمین کو انشاءال کشرین کو لینے پشمین کو لینے تا اتھو سے تیار کرنا ہم تین دوئی میں چیزیں دمائش کرنے یم
D:\pro\koice\dataset\wavs\audio0000275.wav|جمہو کشمیر جتھاگن لائق کئیر گریت ثقافتی وراثت جاکویسی کران چھے ات موقع پر جمہو کشمیر ٹریڈ پروموشن آرگنیزیشنی ہی منیجنگ ڈیریکٹر ان خیال اباوت کران زی
D:\pro\koice\dataset\wavs\audio0000276.wav|قومی نمویشن میں شرکت کرنج ہے جمہو کشمیر کے انہو نرمند ووورن تساندکارن عالمی منڈی تام رسائی فراہم کرنے کے ادارے کے یرادچ بھاوت کران
D:\pro\koice\dataset\wavs\audio0000277.wav|داخل بحکم کے انٹرنیل فائنانچل ایڈویزر سے دفتر طرف سپوز آز پولیس ہیڈ کورٹر سری نگرہ ہوم ڈپارٹمنٹ کے ڈرائگ اینڈ ڈیس برزنگ اپسرن سی تک میٹنگ منقد دون نشست
D:\pro\koice\dataset\wavs\audio0000278.wav|پر مشتمل آتی میٹنگ مطلوب ایڈیشنل ڈائریکٹر جنرل آف پولیس ہیڈ کوارٹرن دس یہ لیزن دخل محکم ایک انٹرنل فائنانچل ایڈوائزر شکیل مقبولاً میٹنگ ہے صدارت کر میٹنگ
D:\pro\koice\dataset\wavs\audio0000279.wav|مقصد وہ داخل محکم کیسے کپیٹل ایکسپینچرز تفصیل سان سام ہیں یہ کاتی یقینی بناویں جنرل فائنانچل رولز جسہ صدویق ماد گسن سختی سان نفیز کرنی ہیں
D:\pro\koice\dataset\wavs\audio0000280.wav|یوتن واجبات بقیہ روزن ذریعی یونیورسٹی ہندوائی چانسور پروفیسر نیزیر احمد گناہیین کا راز کرشی ویگیان کے اندر آناتناگت روحائی میں سائنسی مشاورتی کمیٹی ہندی اجلاس
D:\pro\koice\dataset\wavs\audio0000281.wav|صدارت اجلاس مقصد اس مرکز جنب پیتمن کامیابی انسام ہند زراعی شعب جے مزید ترقی باپت حکمت عملی ڈال دیو اجلاس مزید سکوستک ڈیریکٹر ایکسٹینشن ڈاکٹر ریحانہ حبیب
D:\pro\koice\dataset\wavs\audio0000282.wav|کنٹس علاوہ دو ہی محصرتی موجودات موقع سپرٹ کور کرشی ویگیان کی اندرک سربراہ ڈاکٹر اشتیاء خانن آکے پاور پائنٹ پریزنٹیشن دیش کی اندرک سالان پیش رکھتے تھے ینوالین منصوبن پر تفصیلی ریپورٹ پیش
D:\pro\koice\dataset\wavs\audio0000283.wav|آتھ موقع پڑھ کر وائی چانسنر زراعیت مطلق شعبان مطلق خبران ہوں تشہیر بابا دور درچ نیوزیک تعریف دی ڈی نیوزز سے وابست جاوید ساگرز دیتک
D:\pro\koice\dataset\wavs\audio0000284.wav|ان جان خدمت ان باپت ایوارڈ شمالی کشیر مسجد سرحدی سیاتس پوچھر دن باپت بھارتی فوج ان سادنا ٹاپس پچھور یا گاتھا کمپلیکس ایس
D:\pro\koice\dataset\wavs\audio0000285.wav|ایم ہل ٹنگڈار ناو چو اکس نوی سیہتی جائے رنگ ترقی دزم سیہتی جائے پرچپ پہاڑی کلچر سینٹر تو میوزیم اور انوالن سلانے علاقی تاریخ روایت بھارتی فوج دربھو
D:\pro\koice\dataset\wavs\audio0000286.wav|بیش کرنا مطلق معلومات فراہم کران اور چکرس گسن والی نفروچ بھارتی فوج طرف ایمی کوشن تریف کرنی تچھوک ونمود زیاد سائیتی جائے پوچھر دن سے چاہتے ہیں۔
D:\pro\koice\dataset\wavs\audio0000287.wav|لاکھ کی ثقافت ساکھ نو پرزنت میج بود سکتا ہے بھارتی فوجن جو گریز وادی منز شنہ گلگت ناؤ کا کمیونٹی ریڈیو سٹیشن قائم کرمتی سٹیشن جو شنہ
D:\pro\koice\dataset\wavs\audio0000288.wav|ہنڈی زبان ان مز مختلف پروگرام نشیر کران یا من مز سرکار سکیمن روزگار کین موکن تعلیم تا دوئیمن شو بن مطلق مولو مات شامل چے ہم ایک داموں کو مقصد چو
D:\pro\koice\dataset\wavs\audio0000289.wav|دردشینا زبان مقیمی ثقافت موسیقی تا مقیمی روایت اور روشت وات اپوڈ دیون ریڈیو جاکی واحدہاں ون دور درشن نیوزز صدقات کران زی ایمیسٹیشن کو مقصد چوباک
D:\pro\koice\dataset\wavs\audio0000290.wav|دنشریات دردشین زبان زندہ تھاویں
D:\pro\koice\dataset\wavs\audio0000291.wav|شینہ میں اسی لیے دے رہے ہیں ہمارے جو یہاں پہ سوسائٹی ہے ہماری جو کومنٹی ہے جو شینہ لینگویج کو کہیں نہ کہیں کھو رہے ہیں اس کو آگے لے جائے
D:\pro\koice\dataset\wavs\audio0000292.wav|اسے سنیں اس طرح سے سنیں کہ ان کی روح میں بھی یہ چیزیں بسیں اور وہ ہمیشہ پریفر کریں اپنی ایڈنٹیٹی کو پریفر کریں اپنے پہچان کو آگے
D:\pro\koice\dataset\wavs\audio0000293.wav|لے جائے اپنی جو کلچر ہے اپنی جو زبان ہے اس کو آگے لے جائے ہمیشہ اس ریڈیو سٹیشن کا مقصد یہی رہا ہے اور ہمارا موٹیو ہمیشہ رہتا ہے یہی
D:\pro\koice\dataset\wavs\audio0000294.wav|کہ ہم اپنی لنگویج، اپنی کلچر، اپنی ہرٹیج کو پرزرو کریں اور زیادہ سے زیادہ جو بھی گورنمنٹ سکیمز ہوتی ہے ہم ان پہ ہمیشہ بات کرتے ہیں
D:\pro\koice\dataset\wavs\audio0000295.wav|ناظرین خبرانوز فرالیو تی ایسی نجازت خدا حافظ
D:\pro\koice\dataset\wavs\audio0000296.wav|چونڈ پوسٹوشی یاد کہتے کون اگ زبردست اشارہ زیتی مہیکن جلدی سو لڑائی ختم کرنے باپا تیار سب دیتی اس اٹووی میں فروری شروع سبز مزید
D:\pro\koice\dataset\wavs\audio0000297.wav|رامسون بیان چھوٹا ہوئی میں فروری امریکہ تے اسرائیل طرف شروع کرنا آمدیو حملو پتہ ایران طرف جوابی کاروائی ان میں تیزی انہیں کس پوت منزرس منز بروکو نامو
D:\pro\koice\dataset\wavs\audio0000298.wav|ملکس منشاز عید الفطر سٹھے یشت پیسان مناونے یوان نوی دیلی اندر سپود عید نماز ہوند ساری خود بڑی اجتماع دیلی ہنزی جامعہ مسجد مزمنہ کر دیتے ساسا بیدی وکید
D:\pro\koice\dataset\wavs\audio0000299.wav|ایڈ نماز ادا کر موقع سپیٹ آئی عالمی آمند بائی بندی کے باپت خصوصی دعا مانگن ایڈ نماز پر سلوک آکے کیس
D:\pro\koice\dataset\wavs\audio0000300.wav|مبارک کران جمہو کشمیر اس مسجد شواز ایز ہند بردو اکیدہ تحت رام سان مناؤن ایوان وادی ہندین طرفاتاں منصف اید نمازیں بڑی بڑی اجتماع مناخدی منماز
